call_sign,facility_id,service,licensee,status,details
WVEI-FM,71720,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WVEP,70643,FM,WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY,LICENSED,Click for Details
WVEZ,53595,FM,"SM-WVEZ, LLC",LICENSED,Click for Details
WVFJ-FM,53679,FM,"RADIO TRAINING NETWORK, INC.",LICENSED,Click for Details
WVGR,66309,FM,REGENTS OF THE UNIVERSITY OF MICHIGAN,LICENSED,Click for Details
WVIA-FM,49436,FM,NORTHEASTERN PENNSYLVANIA EDUCATIONAL TELEVISION ASSOCIATION,LICENSED,Click for Details
WVIP,28023,FM,"HUDSON-WESTCHESTER RADIO, INC.",LICENSED,Click for Details
WVKC,35258,FM,KNOX COLLEGE,LICENSED,Click for Details
WVKL,4672,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WVKS,48964,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WVMX,54556,FM,"FRANKLIN COMMUNICATIONS, INC.",LICENSED,Click for Details
WVNO-FM,31855,FM,JOHNNY APPLESEED BROADCASTING CO.,LICENSED,Click for Details
WVNP,71658,FM,WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY,LICENSED,Click for Details
WVOR,8505,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WVPA,85029,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WVPB,70604,FM,WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY,LICENSED,Click for Details
WVPE,19365,FM,ELKHART COMMUNITY SCHOOLS,LICENSED,Click for Details
WVPG,70642,FM,WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY,LICENSED,Click for Details
WVPM,70645,FM,WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY,LICENSED,Click for Details
WVPR,69951,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WVPS,69952,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WVPW,71687,FM,WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY,LICENSED,Click for Details
WVSC,49910,FM,"SAGA SOUTH COMMUNICATIONS, LLC",LICENSED,Click for Details
WVTF,70338,FM,"VIRGINIA TECH FOUNDATION, INC.",LICENSED,Click for Details
WVTI,165996,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WVTQ,54687,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WVTR,70340,FM,"VIRGINIA TECH FOUNDATION, INC.",LICENSED,Click for Details
WVTU,70344,FM,"VIRGINIA TECH FOUNDATION, INC.",LICENSED,Click for Details
WVTW,63547,FM,"VIRGINIA TECH FOUNDATION, INC.",LICENSED,Click for Details
WVUB,70241,FM,VINCENNES UNIVERSITY,LICENSED,Click for Details
WVUD,69439,FM,UNIVERSITY OF DELAWARE,LICENSED,Click for Details
WVWV,71656,FM,WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY,LICENSED,Click for Details
WVXR,63473,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WVXU,74302,FM,"CINCINNATI PUBLIC RADIO, INC.",LICENSED,Click for Details
WVYA,92638,FM,NORTHEASTERN PENNSYLVANIA EDUCATIONAL TELEVISION ASSOCIATION,LICENSED,Click for Details
WWBB,54568,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WWBN,20448,FM,"TOWNSQUARE MEDIA OF FLINT, INC.",LICENSED,Click for Details
WWBR,70505,FM,"MENTOR PARTNERS, INC.",LICENSED,Click for Details
WWBX,26897,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WWCJ,41201,FM,MERCER COUNTY COMMUNITY COLLEGE,LICENSED,Click for Details
WWCN,74286,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WWDC,8682,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WWDE-FM,40753,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WWDV,49547,FM,"CHICAGO FCC LICENSE SUB, LLC",LICENSED,Click for Details
WWEG,39806,FM,MANNING BROADCASTING INC.,LICENSED,Click for Details
WWEI,11295,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WWES,176621,FM,WAMC,LICENSED,Click for Details
WWFM,41194,FM,MERCER COUNTY COMMUNITY COLLEGE,LICENSED,Click for Details
WWFW,56765,FM,"ADAMS RADIO OF FORT WAYNE, LLC",LICENSED,Click for Details
WWHT,57842,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WWIN-FM,54710,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WWIO-FM,23944,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WWJK,51974,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WWKA,48716,FM,"COX RADIO, LLC",LICENSED,Click for Details
WWKX,65198,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WWL-FM,52435,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WWLD,38640,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WWLI,64838,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WWLS-FM,37435,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WWLV,15839,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WWMX,74196,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WWNJ,41203,FM,MERCER COUNTY COMMUNITY COLLEGE,LICENSED,Click for Details
WWNO,38607,FM,UNIVERSITY OF NEW ORLEANS,LICENSED,Click for Details
WWPJ,78699,FM,MERCER COUNTY COMMUNITY COLLEGE,LICENSED,Click for Details
WWPR-FM,6373,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WWPW,11275,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WWRM,74200,FM,"COX RADIO, LLC",LICENSED,Click for Details
WWRZ,72687,FM,"HALL COMMUNICATIONS, INC.",LICENSED,Click for Details
WWST,29727,FM,"SM-WWST, LLC",LICENSED,Click for Details
WWSW-FM,59968,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WWVT-FM,21417,FM,"VIRGINIA TECH FOUNDATION, INC.",LICENSED,Click for Details
WWWM-FM,61541,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WWWQ,73345,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
WWWT-FM,21636,FM,"WASHINGTON DC FCC LICENSE SUB, LLC",LICENSED,Click for Details
WWYZ,74205,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WXBK,20886,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WXBT,13589,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WXDJ,66376,FM,"WRMA LICENSING, INC.",LICENSED,Click for Details
WXDX-FM,60153,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WXFX,17479,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WXGL,74199,FM,"COX RADIO, LLC",LICENSED,Click for Details
WXHD,77881,FM,AMOR RADIO GROUP CORP,LICENSED,Click for Details
WXJC-FM,70452,FM,"KIMTRON, INC.",LICENSED,Click for Details
WXKB,73933,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WXKR,69869,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WXKS-FM,53965,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WXLK,9692,FM,"MEL WHEELER, INC.",LICENSED,Click for Details
WXLY,34163,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WXOS,56512,FM,"ST. LOUIS FCC LICENSE SUB, LLC",LICENSED,Click for Details
WXPH,87834,FM,THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,LICENSED,Click for Details
WXPJ,9759,FM,THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,LICENSED,Click for Details
WXPN,68229,FM,THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,LICENSED,Click for Details
WXPR,72220,FM,"WHITE PINE COMMUNITY BROADCASTING, INC.",LICENSED,Click for Details
WXRR,29549,FM,"BLAKENEY COMMUNICATIONS, INC.",LICENSED,Click for Details
WXRT,16853,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WXSS,27031,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WXST,3969,FM,"SAGA SOUTH COMMUNICATIONS, LLC",LICENSED,Click for Details
WXTB,11274,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WXTU,74213,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WXVS,23923,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WXXJ,28894,FM,"COX RADIO, LLC",LICENSED,Click for Details
WXXL,29569,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WXYT-FM,9618,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WXYX,54447,FM,RAAD BROADCASTING CORPORATION,LICENSED,Click for Details
WXZX,64716,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WYCA,73700,FM,DONTRON INC.,LICENSED,Click for Details
WYCD,1089,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WYDB,55501,FM,Delmarva Educational Association,LICENSED,Click for Details
WYDE-FM,77749,FM,"KIMTRON, INC.",LICENSED,Click for Details
WYEP-FM,52745,FM,PITTSBURGH COMMUNITY BROADCASTING CORPORATION,LICENSED,Click for Details
WYFM,60006,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WYGY,40915,FM,"CINCINNATI FCC LICENSE SUB, LLC",LICENSED,Click for Details
WYHH,4280,FM,"BIBLE BROADCASTING NETWORK, INC.",LICENSED,Click for Details
WYHX,60207,FM,"BIBLE BROADCASTING NETWORK, INC.",LICENSED,Click for Details
WYKB,40483,FM,"Norsan Media, LLC",LICENSED,Click for Details
WYKY,170490,FM,"F.T.G. BROADCASTING, INC.",LICENSED,Click for Details
WYLD-FM,11972,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WYMK,70274,FM,"FAMILY STATIONS, INC.",LICENSED,Click for Details
WYMS,42669,FM,MILWAUKEE BOARD OF SCHOOL DIRECTORS,LICENSED,Click for Details
WYND-FM,1099,FM,"SAGA SOUTH COMMUNICATIONS, LLC",LICENSED,Click for Details
WYNK-FM,47402,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WYNZ,58536,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WYPA,7045,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WYPR,65753,FM,WYPR LICENSE HOLDING LLC,LICENSED,Click for Details
WYQS,40436,FM,"WESTERN NORTH CAROLINA PUBLIC RADIO, INC.",LICENSED,Click for Details
WYRB,21202,FM,"DONTRON, INC.",LICENSED,Click for Details
WYRK,1908,FM,"TOWNSQUARE MEDIA OF BUFFALO, INC.",LICENSED,Click for Details
WYRS,52173,FM,WYRS BROADCASTING,LICENSED,Click for Details
WYSO,2374,FM,MIAMI VALLEY PUBLIC MEDIA,LICENSED,Click for Details
WYSU,74434,FM,YOUNGSTOWN STATE UNIVERSITY,LICENSED,Click for Details
WYUU,18512,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WYXL,18051,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WYYY,48725,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZAK,74465,FM,"BLUE CHIP BROADCASTING LICENSES, LTD",LICENSED,Click for Details
WZAR,52946,FM,"UNO RADIO OF PONCE, INC.",LICENSED,Click for Details
WZCB,40170,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZDA,67689,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZEE,41980,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZET,61579,FM,INTERNATIONAL BROADCASTING CORPORATION,LICENSED,Click for Details
WZEW,74287,FM,".COM+, L.L.C.",LICENSED,Click for Details
WZFT,8684,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZFX,32376,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WZGC,13805,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WZHD,165342,FM,"SOUTHERN BELLE, LLC",LICENSED,Click for Details
WZID,58550,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WZJZ,35213,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZLR,15649,FM,"CMG Radio Operating Company, LLC",LICENSED,Click for Details
WZLX,13806,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZMX,1900,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WZNE,6859,FM,"STEPHENS MEDIA GROUP - ROCHESTER, LLC",LICENSED,Click for Details
WZNX,57461,FM,"THE CROMWELL GROUP, INC. OF ILLINOIS",LICENSED,Click for Details
WZPL,47144,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
WZRL,54705,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZRM,19633,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZSR,53505,FM,Alpha Media Licensee LLC,LICENSED,Click for Details
WZTU,51979,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZUN-FM,60253,FM,GALAXY SYRACUSE LICENSEE LLC,LICENSED,Click for Details
WZXM,66520,FM,FOUR RIVERS COMMUNITY BROADCASTING CORP.,LICENSED,Click for Details
WZZK-FM,48724,FM,"SM-WZZK, LLC",LICENSED,Click for Details
WZZO,14375,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZZR,20442,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
